date,spot_price,open,close,high,low,basis,cost
2021-09-14,7556.6157,7545.2,7545.2,7545.2,7545.2,11.41570000000047,0.1838005559375853
2021-09-15,7592.3059,7571.8,7571.8,7571.8,7571.8,20.50590000000011,0.4929104279109703
2021-09-16,7446.9353,7442.4,7442.4,7442.4,7442.4,4.535300000000461,0.2222907052784556
2021-09-17,7395.5645,7354.0,7354.0,7354.0,7354.0,41.56450000000041,
2021-09-22,7453.6247,7385.8,7385.8,7385.8,7385.8,67.82470000000012,0.144406049851156
2021-09-23,7502.8391,7425.0,7425.0,7425.0,7425.0,77.83910000000014,0.1721243671369928
2021-09-24,7380.3843,7370.0,7370.0,7370.0,7370.0,10.384299999999712,0.0244552338296956
2021-09-27,7170.5899,7178.2,7178.2,7178.2,7178.2,-7.610099999999875,-0.0215206724716852
2021-09-28,7198.8966,7187.0,7187.0,7187.0,7187.0,11.896600000000037,0.0354814097482661
2021-09-29,7010.2192,7047.0,7047.0,7047.0,7047.0,-36.78080000000045,-0.1196912644329295
2021-09-30,7103.6076,7095.2,7095.2,7095.2,7095.2,8.407600000000457,0.0288001456236596
2021-10-08,7091.3356,7081.4,7081.4,7081.4,7081.4,9.935600000000704,0.0730568401569646
2021-10-11,7090.4673,7083.0,7083.0,7083.0,7083.0,7.46730000000025,0.0960996075674749
2021-10-12,6952.1903,6946.2,6946.2,6946.2,6946.2,5.9903000000003885,0.104833124797139
2021-10-13,6981.5947,6981.0,6981.0,6981.0,6981.0,0.5946999999996478,0.015545552937925
2021-10-14,7008.3326,7006.2,7006.2,7006.2,7006.2,2.1325999999999112,0.111067645391143
2021-10-15,7024.1596,7025.0,7025.0,7025.0,7025.0,-0.8404000000000451,
2021-10-18,7068.1048,7021.0,7021.0,7021.0,7021.0,47.10480000000007,0.076016009977668
2021-10-19,7120.3794,7070.0,7070.0,7070.0,7070.0,50.379399999999805,0.0833069100856632
2021-10-20,7118.7959,7075.6,7075.6,7075.6,7075.6,43.19589999999971,0.0738257036792783
2021-10-21,7098.2542,7054.0,7054.0,7054.0,7054.0,44.25420000000031,0.0784689448345456
2021-10-22,7026.0676,7004.2,7004.2,7004.2,7004.2,21.867600000000493,0.0405717396903907
2021-10-25,7103.9856,7059.0,7059.0,7059.0,7059.0,44.98559999999998,0.0924537009196634
2021-10-26,7102.4335,7063.6,7063.6,7063.6,7063.6,38.83349999999973,0.0831535856689121
2021-10-27,7048.604,6998.0,6998.0,6998.0,6998.0,50.60400000000027,0.1139322734346926
2021-10-28,6950.2768,6941.0,6941.0,6941.0,6941.0,9.27679999999964,0.0221445202663778
2021-10-29,7022.4992,7015.4,7015.4,7015.4,7015.4,7.099200000000565,0.0175707897756489
2021-11-01,7060.756,7043.6,7043.6,7043.6,7043.6,17.15599999999995,0.0492702984716581
2021-11-02,6985.0998,6988.6,6988.6,6988.6,6988.6,-3.5002000000004045,-0.0107588087633577
2021-11-03,7017.8541,7009.4,7009.4,7009.4,7009.4,8.454099999999926,0.0274812148417286
2021-11-04,7073.8522,7066.2,7066.2,7066.2,7066.2,7.652200000000448,0.0263227910435206
2021-11-05,6991.9077,7003.6,7003.6,7003.6,7003.6,-11.692300000000614,-0.0435982534903503
2021-11-08,7026.9715,7022.2,7022.2,7022.2,7022.2,4.771499999999833,0.0225313345094043
2021-11-09,7081.7539,7071.2,7071.2,7071.2,7071.2,10.553899999999883,0.0543957549838031
2021-11-10,7062.3313,7055.6,7055.6,7055.6,7055.6,6.7312999999994645,0.038654602781251
2021-11-11,7119.8589,7114.0,7114.0,7114.0,7114.0,5.858900000000176,0.0375446081522763
