date,spot_price,open,close,high,low,basis,cost
2024-01-18,5373.4239,5228.6,5228.6,5228.6,5228.6,144.8238999999994,0.188663191080085
2024-01-19,5306.9862,5182.4,5182.4,5182.4,5182.4,124.58620000000064,0.1690263750827173
2024-01-22,5000.8336,4619.8,4619.8,4619.8,4619.8,381.03359999999975,0.195927472114706
2024-01-23,5079.6315,4830.2,4830.2,4830.2,4830.2,249.4315000000006,0.1275698066380256
2024-01-24,5143.4078,4930.4,4930.4,4930.4,4930.4,213.00780000000032,0.1087110913118732
2024-01-25,5316.195,5162.0,5162.0,5162.0,5162.0,154.1949999999997,0.0769389622306534
2024-01-26,5269.7646,5060.0,5060.0,5060.0,5060.0,209.76460000000043,0.1067121007765377
2024-01-29,5131.2465,4896.2,4896.2,4896.2,4896.2,235.0465000000004,0.1241219250621438
2024-01-30,4984.6598,4726.4,4726.4,4726.4,4726.4,258.2598000000007,0.1419168622622694
2024-01-31,4785.032,4544.0,4544.0,4544.0,4544.0,241.03200000000012,0.1394919053350596
2024-02-01,4750.4439,4521.4,4521.4,4521.4,4521.4,229.04390000000055,0.1350027352180712
2024-02-02,4574.6692,4323.0,4323.0,4323.0,4323.0,251.66920000000027,0.1557689554244993
2024-02-05,4293.0695,3922.6,3922.6,3922.6,3922.6,370.4694999999997,0.2471168779862942
2024-02-06,4592.4444,4454.0,4454.0,4454.0,4454.0,138.44440000000031,0.0873198084918006
2024-02-07,4797.8456,4715.0,4715.0,4715.0,4715.0,82.84559999999965,0.0505970584836251
2024-02-08,4993.1046,4887.0,4887.0,4887.0,4887.0,106.10459999999966,0.0630006693159812
2024-02-19,5029.5861,4842.8,4842.8,4842.8,4842.8,186.78610000000023,0.1127547264414616
2024-02-20,5046.0121,4873.2,4873.2,4873.2,4873.2,172.8121000000001,0.1052476841672413
2024-02-21,5073.4821,4887.2,4887.2,4887.2,4887.2,186.2821000000004,0.1142300888597029
2024-02-22,5151.5343,5010.8,5010.8,5010.8,5010.8,140.73430000000008,0.086054565336001
2024-02-23,5225.6697,5102.2,5102.2,5102.2,5102.2,123.46970000000056,0.0753688496469748
2024-02-26,5255.3962,5102.6,5102.6,5102.6,5102.6,152.79619999999977,0.0939318831068266
2024-02-27,5394.0342,5271.0,5271.0,5271.0,5271.0,123.03420000000006,0.0746486519900415
2024-02-28,5152.0519,5000.0,5000.0,5000.0,5000.0,152.0519000000004,0.0978585036136156
2024-02-29,5344.6052,5215.2,5215.2,5215.2,5215.2,129.40520000000015,0.0813533377544894
2024-03-01,5401.9394,5277.0,5277.0,5277.0,5277.0,124.9394000000002,0.0787623252693484
2024-03-04,5428.3356,5260.6,5260.6,5260.6,5260.6,167.73559999999998,0.1066685122032213
2024-03-05,5375.1317,5183.8,5183.8,5183.8,5183.8,191.33169999999973,0.1245850310979355
2024-03-06,5381.4587,5215.2,5215.2,5215.2,5215.2,166.25870000000032,0.1096545257159461
2024-03-07,5303.2766,5149.2,5149.2,5149.2,5149.2,154.07660000000033,0.104591142766342
2024-03-08,5370.3719,5216.0,5216.0,5216.0,5216.0,154.3719000000001,0.1049821197833537
2024-03-11,5466.6455,5319.6,5319.6,5319.6,5319.6,147.0454999999993,0.0996833110047851
2024-03-12,5496.3553,5352.0,5352.0,5352.0,5352.0,144.35530000000017,0.0987833323907051
2024-03-13,5521.7838,5380.0,5380.0,5380.0,5380.0,141.78380000000016,0.0980401165421811
2024-03-14,5486.6461,5344.2,5344.2,5344.2,5344.2,142.44610000000011,0.1006539445486912
2024-03-15,5555.6442,5440.0,5440.0,5440.0,5440.0,115.64419999999971,0.081961518972003
2024-03-18,5648.0117,5550.8,5550.8,5550.8,5550.8,97.21169999999984,0.0688466704132357
2024-03-19,5607.4754,5495.2,5495.2,5495.2,5495.2,112.27540000000045,0.0813815739955899
2024-03-20,5659.1539,5539.0,5539.0,5539.0,5539.0,120.15390000000023,0.0877116080063825
2024-03-21,5658.2794,5540.0,5540.0,5540.0,5540.0,118.27940000000036,0.0877958553973141
2024-03-22,5595.8848,5466.6,5466.6,5466.6,5466.6,129.28479999999945,0.0986795662315565
2024-03-25,5466.0615,5337.0,5337.0,5337.0,5337.0,129.0614999999998,0.1025875697734539
2024-03-26,5447.7484,5304.2,5304.2,5304.2,5304.2,143.54840000000058,0.1164949232198296
