date,spot_price,open,close,high,low,basis,cost
2021-09-14,4917.1617,4818.4,4818.4,4818.4,4818.4,98.76170000000002,0.039627365694495
2021-09-15,4867.3187,4778.6,4778.6,4778.6,4778.6,88.71869999999944,0.036157669202249
2021-09-16,4807.6978,4740.0,4740.0,4740.0,4740.0,67.69779999999992,0.0280853065820123
2021-09-17,4855.9402,4792.6,4792.6,4792.6,4792.6,63.34019999999964,0.0261593878517949
2021-09-22,4821.7675,4759.0,4759.0,4759.0,4759.0,62.76749999999993,0.0268440577204823
2021-09-23,4853.1957,4780.0,4780.0,4780.0,4780.0,73.19570000000022,0.0312779269478422
2021-09-24,4849.4277,4800.0,4800.0,4800.0,4800.0,49.427700000000186,0.0212586033605574
2021-09-27,4877.3698,4837.2,4837.2,4837.2,4837.2,40.16980000000058,0.0174774634323571
2021-09-28,4883.828,4822.0,4822.0,4822.0,4822.0,61.82800000000043,0.0270222552439656
2021-09-29,4833.9281,4796.8,4796.8,4796.8,4796.8,37.128099999999904,0.0164909806386822
2021-09-30,4866.3826,4800.0,4800.0,4800.0,4800.0,66.38259999999991,0.0294614533888091
2021-10-08,4929.9409,4878.4,4878.4,4878.4,4878.4,51.540899999999965,0.0237015786512932
2021-10-11,4936.1918,4878.0,4878.0,4878.0,4878.0,58.1917999999996,0.0272336305997331
2021-10-12,4883.8369,4829.0,4829.0,4829.0,4829.0,54.83690000000024,0.0261038734748808
2021-10-13,4940.1089,4885.6,4885.6,4885.6,4885.6,54.50889999999981,0.0258166068685195
2021-10-14,4913.6123,4862.0,4862.0,4862.0,4862.0,51.61229999999978,0.0247350898921112
2021-10-15,4932.1084,4897.0,4897.0,4897.0,4897.0,35.108400000000074,0.0168713784823681
2021-10-18,4874.7753,4790.0,4790.0,4790.0,4790.0,84.77530000000024,0.0262296340744259
2021-10-19,4922.7232,4836.0,4836.0,4836.0,4836.0,86.72320000000036,0.0266812209876368
2021-10-20,4910.1846,4825.6,4825.6,4825.6,4825.6,84.58459999999923,0.0261984201503678
2021-10-21,4928.0156,4844.2,4844.2,4844.2,4844.2,83.8155999999999,0.0259745329876168
2021-10-22,4959.7254,4890.0,4890.0,4890.0,4890.0,69.72540000000026,0.0215600264733144
2021-10-25,4979.5235,4905.6,4905.6,4905.6,4905.6,73.92349999999988,0.0230578992274721
2021-10-26,4963.0984,4885.2,4885.2,4885.2,4885.2,77.89840000000004,0.0244823249996793
2021-10-27,4898.1644,4815.0,4815.0,4815.0,4815.0,83.16439999999966,0.0265975138989115
2021-10-28,4864.138,4810.0,4810.0,4810.0,4810.0,54.13799999999992,0.0175106069401586
2021-10-29,4908.7701,4840.8,4840.8,4840.8,4840.8,67.97009999999955,0.0218789311108992
2021-11-01,4890.6851,4830.2,4830.2,4830.2,4830.2,60.48509999999988,0.0197987020479529
2021-11-02,4839.8457,4784.4,4784.4,4784.4,4784.4,55.445700000000215,0.0184205826092844
2021-11-03,4821.1119,4758.4,4758.4,4758.4,4758.4,62.71190000000024,0.0210081191774105
2021-11-04,4868.7419,4807.6,4807.6,4807.6,4807.6,61.14189999999962,0.0203719463726119
2021-11-05,4842.3458,4798.8,4798.8,4798.8,4798.8,43.54579999999987,0.014653295907297
2021-11-08,4848.1795,4790.0,4790.0,4790.0,4790.0,58.17950000000019,0.019819463054047
2021-11-09,4846.7444,4788.6,4788.6,4788.6,4788.6,58.14439999999922,0.0199034315600682
2021-11-10,4821.1925,4756.0,4756.0,4756.0,4756.0,65.19250000000011,0.0225367824799915
2021-11-11,4898.6529,4839.0,4839.0,4839.0,4839.0,59.652900000000045,0.0203887811538159
2021-11-12,4888.3749,4836.2,4836.2,4836.2,4836.2,52.17489999999998,0.0179527197114041
2021-11-15,4882.3777,4834.2,4834.2,4834.2,4834.2,48.177700000000186,0.0168303745380254
2021-11-16,4883.3206,4834.8,4834.8,4834.8,4834.8,48.52059999999983,0.0170264530876758
2021-11-17,4885.7544,4833.4,4833.4,4833.4,4833.4,52.35440000000017,0.0184492433140137
2021-11-18,4837.6185,4788.2,4788.2,4788.2,4788.2,49.41849999999977,0.0176712939792556
2021-11-19,4890.0575,4851.0,4851.0,4851.0,4851.0,39.05749999999989,0.0138823837474107
2021-11-22,4912.399,4855.2,4855.2,4855.2,4855.2,57.19900000000053,0.0205313412238336
